Year,Month,Day,P6,P12,P18,T6,T12,T18
2011,3,23,1025.06,1019.02,1011.08,3.06,9.02,7.07
2011,3,24,1013.06,1014.04,1014.01,1.06,5.02,2.09
2011,3,25,1008.04,1007.06,1007.03,-0.6,-1.6,0.04
2011,3,26,1011.09,1012.05,1012.06,-4.6,2,1.05
2011,3,27,1010.01,1004.08,1000.01,-2.2,3.04,3.01
2011,3,28,1001.07,1004.08,1006.03,-1.5,2.09,2.05
2011,3,29,1002.07,1000.05,1003.05,0.01,1.04,1.01
2011,3,30,1012.09,1016.08,1019.01,-2.8,3.07,1.04
2011,3,31,1021.05,1019.08,1015.01,-1.6,4.03,2.07
2011,4,1,1005.07,1009,1013.01,1.07,2.02,2.02
2011,4,2,1016.04,1015.04,1014.03,2.02,6.04,6.04
2011,4,3,1010.07,1009.01,1008.03,7.04,7.08,5.03
2011,4,4,1006.02,1006.05,1008.08,5.04,7.01,7.06
2011,4,5,1011.06,1011.01,1008.09,5,9.09,8.05
2011,4,6,1005.07,1004.01,1006.08,7.05,10,9.06
2011,4,7,991.08,990.09,993.09,8,11.02,9.04
2011,4,8,998.06,990,993.03,3,7.08,8.04
2011,4,9,1008.08,1012.02,1013.08,5.09,9.06,9.01
2011,4,10,1018.04,1019.04,1019.09,5,10.03,9.04
2011,4,11,1013.02,1010.07,1008.09,8.09,14.04,10.03
2011,4,12,1005.01,1004.07,1006.05,3.09,7.01,5.01
2011,4,13,1008.08,1011.04,1012.02,3.01,5.09,6.01
2011,4,14,1014.06,1015,1016.01,5,12,8.09
2011,4,15,1017.03,1015.06,1014.03,6.08,13.07,9.08
2011,4,16,1012.04,1011.05,1011.02,7.04,13.09,12
2011,4,17,1013.08,1014.05,1013.07,6.08,14.07,14.02
2011,4,18,1018.05,1020.05,1022,11.01,15.07,9.03
2011,4,19,1026.04,1025.01,1023.01,6.08,13.09,8.09
2011,4,20,1019.06,1017.04,1016.06,6.06,15.05,12.09
2011,4,21,1019,1018.08,1017.04,10.02,20.01,16
2011,4,22,1020.01,1021.07,1023.08,9.09,14.05,10.08
2011,4,23,1026.07,1025.06,1024.06,8.08,17.01,12.04
2011,4,24,1024.06,1024.02,1023.03,8.08,18.06,15.05
2011,4,25,1024,1023.02,1021.05,12,20.05,18
2011,4,26,1021.03,1022.08,1023.08,12.07,16.04,10.03
2011,4,27,1026.06,1027.06,1027.09,9.02,14.05,11
2011,4,28,1029,1027.06,1026.03,8.02,15.04,12.06
2011,4,29,1025.08,1026.01,1025.09,10.05,15.05,10.07
2011,4,30,1024.02,1022,1023,7,12.07,7.04
2011,5,1,1021.05,1023.01,1023.03,3.02,7.05,5.07
2011,5,2,1022.04,1020.08,1019.07,2.08,6.08,3.08
2011,5,3,1015.06,1015.04,1015.09,0.08,4.05,3.03
2011,5,4,1015.02,1015.02,1017.05,2.07,7.03,3.05
2011,5,5,1019,1019.09,1020.08,3.01,7.07,7.05
2011,5,6,1022.08,1023.09,1025.04,6.03,11.08,9.05
2011,5,7,1030.09,1032.04,1032.08,7.01,16.01,13.05
2011,5,8,1036.07,1036.09,1035.07,11.06,18,15.06
2011,5,9,1035.06,1033.06,1031.04,12.04,21.07,18.03
2011,5,10,1030.01,1028.05,1026.03,15.07,24.08.00,19.06
2011,5,11,1023.09,1021.04,1018.03,14.07,24.01.00,18.02
2011,5,12,1012.08,1010.06,1009.08,13.06,21.06,16.03
2011,5,13,1009.07,1010.07,1011.01,11.06,14.03,9.09
2011,5,14,1011,1011.03,1010.07,11.02,15.01,14.01
2011,5,15,1010.07,1011.02,1010.01,9.08,9.06,9.06
2011,5,16,1006.05,1005.08,1005.06,9.01,11.01,11.09
2011,5,17,1006,1003.03,1000.08,10.04,12.07,11.02
2011,5,18,1007.07,1010.08,1010.09,9.09,18,15.01
2011,5,19,1008.04,1009.01,1010.03,13.09,18.03,16.04
2011,5,20,1015.09,1016.01,1014.09,10.06,19.02,14.08
2011,5,21,1016.07,1017.02,1018.09,12.04,17.06,16.03
2011,5,22,1020.07,1018.06,1014.09,14.02,20.05,13.09
2011,5,23,1010,1012.02,1013.05,10.09,16.06,16
2011,5,24,1008.01,1006.07,1006.01,15.03,14.09,14
2011,5,25,1007.01,1008.09,1010.03,10.01,16.05,12.03
2011,5,26,1015.09,1015.04,1012.09,11.09,15.09,12.09
2011,5,27,1003.09,1002.01,1001.08,9,15.04,12.01
2011,5,28,1003.08,1006.02,1006.07,11.08,12.08,13.04
2011,5,29,1003.08,1003.08,1004.07,10.01,15.04,13.09
2011,5,30,1006.08,1012.06,1015.05,13.02,20,18.05
2011,5,31,1014.03,1012.01,1010.04,14.07,23.04,19.07
2011,6,1,1015.08,1019.01,1021.09,15.07,19.02,17.04
2011,6,2,1023.08,1022.09,1023.09,13.01,20.03,19.03
2011,6,3,1027.08,1029.06,1028.05,17.04,24.06.00,20.09
2011,6,4,1025.02,1020.05,1017.09,19.07,25.05.00,20.03
2011,6,5,1021.08,1020.09,1018.05,12.03,16.07,14.04
2011,6,6,1014.04,1011.09,1009.01,16.04,25.04.00,21.05
2011,6,7,1006.06,1007,1006.07,20.03,26.01.00,21.01
2011,6,8,1009,1009.02,1008,19,18.03,21.03
2011,6,9,1007.04,1008.03,1009,20.03,23.09,20.03
2011,6,10,1010,1011.02,1011.01,19,26.06.00,23.06
2011,6,11,1010.01,1011.04,1011.02,20.05,27.00.00,22.08
2011,6,12,1010.09,1011.06,1011.01,18,21,19.04
2011,6,13,1011.01,1010.01,1009.02,14.05,20.04,18.08
2011,6,14,1009.01,1008.07,1008.06,15,21.04,14.07
2011,6,15,1007.03,1007.06,1009.09,12.08,18.08,14
2011,6,16,1013.03,1013.07,1013.03,12.03,17.09,18
2011,6,17,1009.03,1006,1003,15,12.08,13.05
2011,6,18,1004.05,1004.04,1003.05,13.01,18,16.03
2011,6,19,1000.04,998.03,996.03,12.08,12.02,11.08
2011,6,20,997.02,998.03,998.08,11.08,15.05,16
2011,6,21,999.08,1000.09,1003.04,13.08,19.07,13.04
2011,6,22,1006,1006.04,1006.06,13.03,20.06,18
2011,6,23,999.06,998.07,1004.01,13.07,12.07,16.01
2011,6,24,1006.04,1006.05,1007.05,15.03,19.07,16.04
2011,6,25,1009.02,1010.06,1012.01,14,13.03,17.01
2011,6,26,1015.06,1017,1018.01,15,17.05,17.08
2011,6,27,1020.07,1021,1021.04,17.06,24.03.00,20.06
2011,6,28,1023.05,1023.01,1021.03,19.08,26.08.00,24.09.00
2011,6,29,1021.07,1019.08,1017.06,21,26.07.00,22.04
2011,6,30,1015.01,1013.08,1012.08,20.02,25.06.00,20.07
2011,7,1,1010.08,1010.01,1009.06,18.09,24.07.00,20.08
2011,7,2,1008.03,1007.02,1007.05,21.09,28.05.00,22.04
2011,7,3,1006.07,1008.03,1009.05,16.07,17.09,15
2011,7,4,1011.06,1013.09,1016.01,15.03,18.04,16.01
2011,7,5,1017.04,1017.04,1016.02,15.01,17.04,18.09
2011,7,6,1013.09,1012.01,1011,18,21.09,19.06
2011,7,7,1011,1011,1010.06,18.05,27.03.00,23.01
2011,7,8,1011.02,1010.09,1010.08,21.03,27.02.00,22.08
2011,7,9,1014.03,1014.09,1014.08,19.08,25.08.00,24.02.00
2011,7,10,1015.09,1015.09,1014.09,21.02,20.04,21.07
2011,7,11,1016.01,1015.08,1013.08,20.01,21.05,21
2011,7,12,1011.04,1010.07,1011.01,17.01,22.04,18.08
2011,7,13,1015.09,1017,1018.01,13,17.03,15.09
2011,7,14,1019.06,1018.06,1015.09,16.05,19.02,17.03
2011,7,15,1007.09,1007,1006.04,15.04,21.04,17.06
2011,7,16,1003.09,1005.02,1005.05,16.09,17.03,16.08
2011,7,17,1005.09,1005.07,1005.07,18.04,22.09,18.09
2011,7,18,1000.08,999.06,1001.08,20.02,21.09,17
2011,7,19,1006.06,1007.09,1008.01,17.07,24.09.00,20.04
2011,7,20,1009.07,1009.04,1008.05,19.04,23.04,20.04
2011,7,21,1004.08,1005.03,1004.08,16.08,17.03,17.04
2011,7,22,1001.03,1001.05,1001.03,19,26.01.00,23.04
2011,7,23,999.03,1000.03,1000.02,20,24.03.00,20.04
2011,7,24,1001.06,1005.09,1008.08,15.02,19.08,17.04
2011,7,25,1010.09,1010.08,1010.09,17.03,17.08,17.04
2011,7,26,1011.09,1013.04,1014.04,20.01,23.03,21.06
2011,7,27,1017.05,1017.07,1016.07,20.01,25.01.00,23.09
2011,7,28,1014.06,1013.01,1011.08,19,26.09.00,23.08
2011,7,29,1009.04,1009.03,1009,19.09,24.03.00,22
2011,7,30,1008.08,1009.08,1010.06,19.01,25.02.00,22.06
2011,7,31,1011.08,1012.02,1013.02,16.08,23.07,21.01
2011,8,1,1016.02,1016.04,1018.08,16.02,24.06.00,21.06
2011,8,2,1021.08,1021.09,1022.06,16.05,23.05,19.07
2011,8,3,1024.02,1022.08,1021.05,18.07,24.04.00,19.06
2011,8,4,1020.04,1018.05,1016.09,18.09,26.03.00,20.05
2011,8,5,1015.01,1013,1010.06,19.03,24.08.00,21.09
2011,8,6,1005.05,1004.06,1003.08,20.03,20.02,21.08
2011,8,7,1001.09,998.05,995,18.05,16.08,19
2011,8,8,998.01,997.08,997.06,15.08,20.01,18
2011,8,9,995.09,997.02,998.09,15.08,18.08,17.06
2011,8,10,1001.09,1002.02,1002.03,15.02,14.08,14.05
2011,8,11,1004,1007.03,1008.03,12.09,17.05,15.06
2011,8,12,1011.01,1011.09,1013.01,12.08,18.08,16.03
2011,8,13,1015,1015.01,1015.03,13.09,20.06,18.02
2011,8,14,1015.03,1014.09,1013.08,18.03,20.04,18.02
2011,8,15,1010.08,1010.03,1009.08,18.08,20.04,18.07
2011,8,16,1011.03,1012.05,1011.08,16.08,18.04,19.05
2011,8,17,1013.08,1014,1013.09,15.05,20.09,17.07
2011,8,18,1012.06,1011.09,1012.07,16.07,23.01,16.03
2011,8,19,1012.04,1008.09,1003.04,17.01,20,14.08
2011,8,20,1002.06,1007.09,1011.05,14.08,16.06,16.01
2011,8,21,1015.09,1016.06,1015.08,14.07,19.09,17.06
2011,8,22,1013.02,1012.07,1014.01,16,18.04,17
2011,8,23,1017.07,1019.09,1020.05,15.06,17.09,17.05
2011,8,24,1019.05,1020.08,1019.04,13.02,19.09,16.06
2011,8,25,1017.08,1017.08,1017.08,17.07,20.03,19.03
2011,8,26,1017,1016.07,1016.05,18,21.08,19
2011,8,27,1012.02,1009.04,1006.05,19.07,22,20.06
2011,8,28,1003.05,1007.05,1009.02,17.08,18.05,17.05
2011,8,29,1005.06,1003.02,1001.03,13.07,18,15.06
2011,8,30,999.05,1000.02,1000.01,13,15.02,14.05
2011,8,31,1003.05,1005.06,1006.09,12.09,19.07,14.09
2011,9,1,1009.02,1009.05,1010.09,12.06,17.02,14.04
2011,9,2,1012.05,1012.03,1012.09,12.06,16.08,14.08
2011,9,3,1014.09,1015.08,1016.03,12.09,20.05,16.02
2011,9,4,1016.09,1017.03,1016.01,15.04,19.03,16.09
2011,9,5,1013.07,1012.07,1010.03,18.02,20.09,18.02
2011,9,6,1006.05,1009.02,1007,13.08,18.05,15.05
2011,9,7,996.02,991.08,992.02,14.05,13.07,13.09
2011,9,8,992.05,993.05,994.03,12.09,17.03,13.03
2011,9,9,998.01,1000.05,1002.08,11.07,18,14.08
2011,9,10,1006.01,1007.07,1009.08,11.01,17.09,15.04
2011,9,11,1010.08,1009.03,1006.09,13.03,17.04,16.01
2011,9,12,1002.01,1000.06,998.07,15.08,16.03,15.06
2011,9,13,988.09,988.03,987.05,14.02,16.05,15
2011,9,14,986.05,989.06,993.04,13.02,16.07,14.09
2011,9,15,997.07,1001.03,1004.07,12.03,12.01,11.09
2011,9,16,1009.09,1012.07,1013.06,9.06,14.07,14
2011,9,17,1015.06,1015.05,1015.04,7.09,15.05,11.07
2011,9,18,1015,1014.04,1012.07,11.06,15.02,13.07
2011,9,19,1006.09,1007,1009.09,12.07,14.03,13.05
2011,9,20,1010.04,1013.04,1014,12.03,15.02,14.03
2011,9,21,1013.05,1011.01,1010.03,11.06,12.04,12.05
2011,9,22,1001.07,1000.04,1000.01,12.08,14.09,11.04
2011,9,23,1001.02,1002.04,1004.05,9.07,14.05,11.08
2011,9,24,1008.09,1011.05,1013.09,8.08,14.06,12.07
2011,9,25,1017.01,1018,1019,11.04,16.06,14.08
2011,9,26,1019.03,1017.08,1015.09,11.01,17,14.04
2011,9,27,1019.02,1022.05,1023.02,10.09,15.01,12.03
2011,9,28,1021.06,1019.04,1019.04,9.08,15.06,14.07
2011,9,29,1019.05,1020.07,1020.09,13.06,18.09,16.05
2011,9,30,1019.04,1019.05,1020.08,13.04,18,16.02
2011,10,1,1026.01,1027.09,1027.09,11.04,16.04,13.06
2011,10,2,1022.03,1018.04,1016.06,10.08,15.07,15.01
2011,10,3,1006.03,1008.05,1009.03,14.08,12.04,12
2011,10,4,999.05,1000,998.03,14.02,16,13.04
2011,10,5,999.02,1000,1000.04,10.03,14.05,12.01
2011,10,6,991.01,987,984.07,13.09,14.03,11.01
2011,10,7,988.05,989.03,991.04,7.03,8.05,9.04
2011,10,8,996.08,1001.06,1007.03,5.03,10.03,8
2011,10,9,1013.07,1012.09,1008.08,2.09,9.02,7.03
2011,10,10,997.06,995.06,991.06,7.07,9.08,9
2011,10,11,992.04,993.06,993.07,5.09,9.05,7.08
2011,10,12,997.05,1001.03,1008,4,8.06,6.06
2011,10,13,1018.09,1023.04,1027.09,4.05,7.03,5.06
2011,10,14,1033.03,1034.02,1033.06,2.04,8,4.09
2011,10,15,1030.06,1029.01,1028.05,3,9.09,8.04
2011,10,16,1025.09,1024.02,1022.06,5.01,9.09,7.02
2011,10,17,1019,1017.02,1014.01,3.09,5.09,5.05
2011,10,18,1003.06,997.04,990,6.04,9.02,8.06
2011,10,19,993.05,992.07,995.08,5.06,8.06,6.09
2011,10,20,1002,1004.03,1007.09,4.06,7.07,5.01
2011,10,21,1015.04,1017.09,1018.03,2.06,6.07,4.07
2011,10,22,1014.03,1018.02,1020.04,9.04,13.01,11.04
2011,10,23,1023.09,1025.02,1026.01,9.04,10.08,6.03
2011,10,24,1028.09,1029.05,1029.06,4,7.06,5.07
2011,10,25,1029.06,1029.09,1029.07,6.06,10.05,7.06
2011,10,26,1027.04,1026.02,1024.05,7.03,9.05,8
2011,10,27,1022.07,1025.02,1026.09,8.05,9.01,8.09
2011,10,28,1023.02,1019.02,1017.08,9.02,9.07,8.05
2011,10,29,1023.02,1022.07,1021,6.03,10.07,7
2011,10,30,1014,1011.06,1009,6.06,9.02,11.01
2011,10,31,1011.06,1014.09,1015.09,8.06,11.02,8.09
2011,11,1,1016,1016.03,1016.03,9.04,12.03,11.07
2011,11,2,1015.03,1015.09,1016.06,9.09,10.09,10.05
2011,11,3,1016.09,1016.09,1016.05,10.02,9.06,9.04
2011,11,4,1015.06,1015.03,1016.03,7.09,9.05,8.06
2011,11,5,1018.08,1022.01,1023.08,7.09,8.07,8
2011,11,6,1024.01,1023.08,1023.09,8.02,9.03,8.03
2011,11,7,1025.02,1026.05,1026.09,7.09,7.01,6.09
2011,11,8,1026.05,1026.06,1026.05,5,7.02,6.02
2011,11,9,1028.01,1029.09,1031.05,3.09,7.03,8.04
2011,11,10,1033.01,1034.06,1035.01,5.02,7.09,5.04
2011,11,11,1036.06,1037,1037.03,3.07,3.01,2.08
2011,11,12,1038.05,1039.04,1039.02,1.09,2.08,0.01
2011,11,13,1034.02,1031.01,1029.07,2.05,4.01,3.02
2011,11,14,1024.07,1023.08,1023.06,3.04,7,6.02
2011,11,15,1025.01,1026.07,1027.06,3.06,5.09,4.09
2011,11,16,1026,1024,1021.05,1.09,5.01,3
2011,11,17,1017,1016.02,1015.09,4.05,4.07,2.05
2011,11,18,1016,1014.02,1010.06,0.05,3.06,6.07
2011,11,19,1009.09,1013.09,1017.05,7.08,6.06,4.02
2011,11,20,1021.01,1022,1021.05,4.05,5.09,5.02
2011,11,21,1018.04,1018.09,1019.09,6.09,6.05,5.04
2011,11,22,1023.05,1025.06,1026.07,2.05,2.05,3
2011,11,23,1025.05,1022.07,1020.02,6.03,7,5.05
2011,11,24,1014.04,1016.05,1018.04,7.02,8.07,5.09
2011,11,25,1008.08,1002.02,1000.05,9,8.02,8.03
2011,11,26,998.03,1000.03,998.06,4.01,6,5.02
2011,11,27,984.04,974.02,973.06,10.04,11.02,8.04
2011,11,28,1002.02,1008.01,1010.07,2.08,4.04,5.09
2011,11,29,1010.09,1010.05,1008.03,6.02,6.08,5.08
2011,11,30,999.09,1004,1009.05,6.02,8.02,6.01
2011,12,1,1012.09,1005.07,998.03,4.02,6.06,5.09
2011,12,2,996.06,994.05,995.07,4.02,3.09,1.03
2011,12,3,998.01,990.05,980.01,-0.6,4.05,3.08
2011,12,4,975.05,975,975.01,5,4.04,3.07
2011,12,5,976.03,976.08,976.07,0.09,1.07,1.07
2011,12,6,983.09,987.09,990,0.09,0.06,-0.2
2011,12,7,988.05,987.08,989.05,1.06,2.03,2.04
2011,12,8,1000.03,1004.06,1005.07,0.02,0,-1.6
2011,12,9,984.03,978.04,976.05,1.03,4.03,4.07
2011,12,10,980,984.04,988.03,1.07,3.03,2.02
2011,12,11,998.03,1002.06,1005.04,0.04,0.02,0.01
2011,12,12,1003.09,1001.06,998.07,3.01,3.06,3.02
2011,12,13,996.04,995.04,988,2.09,4.02,4.01
2011,12,14,990.06,992.05,993.02,3.08,4.06,4.01
2011,12,15,991.05,992.04,992.03,2.03,3.07,3.04
2011,12,16,994.06,991.03,988.06,2.05,3.04,2.06
2011,12,17,985.06,983.02,982.05,3.03,2.03,0.07
2011,12,18,983,983.04,983.07,1,1.03,0.05
2011,12,19,986.05,990,995.07,0.02,0.05,0.04
2011,12,20,1002.08,1005.08,1007.03,0.09,1.06,0.07
2011,12,21,1007.09,1010.07,1013.04,0.06,0.08,0.01
2011,12,22,1015.03,1015.03,1015.04,-0.9,-0.6,0.02
2011,12,23,1007.08,1005,1001.03,2.01,3.09,5.08
2011,12,24,1000.06,1004.06,1009.06,5.06,3.01,0.03
2011,12,25,1006.03,1005.07,999.08,2.02,5.03,6.05
2011,12,26,1003.01,1010.07,1007.08,9,7.03,7.05
2011,12,27,1000.01,1009,1014.09,11.01,7.03,5.05
2011,12,28,1019.03,1014.05,1004,1,3.01,3.09
2011,12,29,989.03,982.01,981.02,4.08,6.03,4
2011,12,30,989.04,995.03,1001.02,0.09,0.06,-0.4
2011,12,31,1006.03,1007.04,1009.01,-3,-1.7,-3
2012,1,1,1008,1004.07,1000.08,-2.2,1.04,2.05
2012,1,2,996.09,992.08,995.05,4.09,5.04,4.02
2012,1,3,1000.09,1000.05,992.07,2.07,3.01,4.01
2012,1,4,968.07,969.01,976.03,4.03,2.08,3.02
2012,1,5,973,971,975.05,-0.1,0.08,-1.8
2012,1,6,993.05,998.07,998.03,-2.4,-2.9,-2
2012,1,7,996.05,997.03,999.08,-3.1,-4,-5
2012,1,8,1006.06,1011.02,1015.01,-3.9,-0.8,-2.3
2012,1,9,1018.03,1017.09,1016,-7.3,-5.9,-5.7
2012,1,10,1016.07,1017.06,1016.07,-2.5,-2.7,-0.7
2012,1,11,1005.04,1006.06,1009.02,3.08,3.07,0.09
2012,1,12,991.03,981.01,984.07,2.08,5.03,0.03
2012,1,13,990.01,992.07,999.08,0.07,-0.6,-2.7
2012,1,14,1009.09,1013.06,1017.01,-1,-0.5,-1.6
2012,1,15,1021.09,1022.07,1022.09,-2.8,-1.1,-2
2012,1,16,1020.08,1019.03,1019.02,-1.9,0.01,1.06
2012,1,17,1020.06,1021,1020.09,1.06,0.09,1
2012,1,18,1018.03,1014.07,1008,-0.2,0.05,1.07
2012,1,19,997.02,994.08,992.08,0.09,1.09,1.04
2012,1,20,996.05,1000.02,1003.07,-4.2,-3,-3.2
2012,1,21,1004.01,1001.02,997.02,-5.8,-2.5,0.03
2012,1,22,998.03,999.06,1001.09,0.05,0.04,0.02
2012,1,23,1007.07,1009.02,1010.05,-2.7,-2.4,-2.1
2012,1,24,1016.01,1019.04,1022.07,-3.4,-1.9,-3
2012,1,25,1027.01,1028.08,1030.02,-4.1,-3.1,-3.5
2012,1,26,1032.08,1034.04,1035.02,-1.3,-0.8,-0.7
2012,1,27,1035.08,1036.09,1038.03,-0.5,-1.9,-2.3
2012,1,28,1041.02,1042.08,1043.09,-1.7,-1.8,-1.6
2012,1,29,1046.08,1049.02,1050,-2.5,-0.1,-2.4
2012,1,30,1049.05,1048.09,1048,-4.2,-0.7,-2.5
2012,1,31,1045.09,1046.01,1046.07,-5.4,-1.3,-2.1
2012,2,1,1048.02,1048.09,1048.03,-6.5,-4.4,-6.4
2012,2,2,1042.02,1040.07,1041.05,-13.1,-8.5,-11.4
2012,2,3,1038.01,1040.03,1041.07,-13.3,-10.5,-11.7
2012,2,4,1043,1042.06,1040.06,-14.4,-10.7,-12.3
2012,2,5,1037.04,1035.05,1036.04,-15.7,-7.8,-6.8
2012,2,6,1039.05,1040.02,1041,-9.2,-5.7,-7.7
2012,2,7,1042.04,1044.03,1047.03,-7,-3.6,-4.6
2012,2,8,1045,1038.05,1040.03,-7.3,-3.9,-6.1
2012,2,9,1046.05,1047.06,1047.08,-8.6,-5,-8.2
2012,2,10,1046,1044,1040.04,-13,-7,-7.3
2012,2,11,1033.02,1030.08,1026.07,-4.9,-2.8,-3.2
2012,2,12,1018.04,1018.02,1018.07,-2.7,0.04,-0.6
2012,2,13,1015.06,1013.04,1011.06,-6.4,-1.6,-1.8
2012,2,14,1004.05,999.04,990.03,-1.8,0.07,0
2012,2,15,988.08,995.08,1003.05,-1.7,-2.1,-3
2012,2,16,1013.03,1012.02,1006.09,-8.3,-2.7,-1.6
2012,2,17,1002.02,1005,1008.02,-1.1,0.07,-1.3
2012,2,18,1008.04,1005.01,999.01,-3.6,1.04,1.01
2012,2,19,993.03,995.01,997.05,2.01,2.09,0.09
2012,2,20,1013.06,1015,1012.04,-3.8,0.05,1.07
2012,2,21,1000.06,1005.03,1012,1.08,4.09,2.05
2012,2,22,1009.07,1002,997.02,0,3.07,5
2012,2,23,982.02,993.03,998.01,0.07,5.03,5.03
2012,2,24,995.02,993.01,992,2.04,6.09,5.01
2012,2,25,990.08,996.09,1004.01,3.01,2.03,-0.4
2012,2,26,1012.05,1016.04,1019.02,-2.8,0.05,-1.2
2012,2,27,1019.06,1017.08,1015.03,-5.1,2,0.03
