Year;Month;Day;6.00;12.00;18.00;;;
2012;12;22;-3.3;-2.5;-3.7;;;
2012;12;23;-2.1;-3.0;-3.4;;;
2012;12;24;-2.9;-2.4;-2.2;;;
2012;12;25;-0.9;-1.1;-4.3;;;
2012;12;26;-0.3;1.07;1.05;;;
2012;12;27;1.09;0.09;-1.3;;;
2012;12;28;-4.8;-1.9;-3.0;;;
2012;12;29;0.04;1.08;2.03;;;
2012;12;30;3.02;3.03;3.05;;;
2012;12;31;2.03;3.05;3.04;;;
