Year,Month,Day,P6,P12,P18,T6,T12,T18
2008,6,19,1009.07,1009.02,1008.05,16.01,19.07,17.07
2008,6,20,1006.07,1006.08,1006.02,15.04,21.07,16.03
2008,6,21,1007.01,1006.06,1008.04,12.08,19.01,15.01
2008,6,22,1012,1011.08,1010.02,14,20.06,16.07
2008,6,23,999.08,998.04,997.08,14,19.02,17
2008,6,24,1000.03,1004.04,1006.05,13.03,16.02,16.05
2008,6,25,1012.03,1011.05,1009.07,12.01,18.06,17.02
2008,6,26,1008.07,1009.01,1008.08,14.01,21.02,18.09
2008,6,27,1010.01,1007.09,1007,14.05,21.06,18.03
2008,6,28,1007.03,1006.09,1007.06,14.02,18.02,18.05
2008,6,29,1009,1008.08,1009.05,16.01,22.02,18.06
2008,6,30,1008.05,1008.02,1009,14.07,14.03,17.04
2008,7,1,1012.06,1013.08,1016.09,17.01,22.09,18.08
2008,7,2,1019.01,1019,1018.03,17.08,20.03,18.08
2008,7,3,1018.07,1017.03,1015,18,23,21.03
2008,7,4,1014.03,1013.02,1012.07,19,26.09.00,23.04
2008,7,5,1011.09,1011.02,1010.05,17.06,22.03,15.05
2008,7,6,1008.06,1008.01,1008.03,11.08,17.09,14.08
2008,7,7,1005.08,1004.09,1003.07,12,10.08,11.09
2008,7,8,1003.07,1004.02,1004.05,12,16,14.06
2008,7,9,1003.05,1002.07,1003.05,14.05,21.06,17.01
2008,7,10,1004,1005.02,1005.02,17.06,24.06.00,21.05
2008,7,11,1004.09,1004.02,1002.02,19.01,20.04,17
2008,7,12,1002.09,1002.02,1003.03,16.02,23,19.08
2008,7,13,1006.01,1007.08,1009.03,16.03,21.03,19.07
2008,7,14,1011.02,1009.08,1010.03,17,22.09,15.01
2008,7,15,1010.07,1009.08,1008.02,15.09,23.02,21.07
2008,7,16,1005.03,1004.08,1003.03,16.04,20.09,19.06
2008,7,17,1002.04,1002.05,1003.04,15.01,16.05,17
2008,7,18,1005.08,1006.02,1006.09,14.06,21.08,17.03
2008,7,19,1009,1009,1008.02,16.01,18.09,18.07
2008,7,20,1005.07,1004.02,1004.04,17.01,22,19.04
2008,7,21,1006.03,1007.03,1007.04,16.06,19.08,17.07
2008,7,22,1008.03,1010.01,1012,15.08,21.08,21.02
2008,7,23,1020.01,1022.03,1024.01,18.08,25.09.00,21.01
2008,7,24,1027.01,1027.01,1026.04,18.09,28.04.00,23.02
2008,7,25,1026.03,1025.01,1022.07,21,25.09.00,23.05
2008,7,26,1023.04,1023.03,1021.05,21.02,30.03.00,27.04.00
2008,7,27,1023.08,1023.07,1023.03,21.03,28.05.00,25.08.00
2008,7,28,1022.02,1022.02,1022.08,18.06,27.00.00,22.02
2008,7,29,1024.03,1023.04,1023,18.06,25.07.00,22
2008,7,30,1023.01,1022.01,1021.05,16.05,25.08.00,21.05
2008,7,31,1021.03,1019.05,1018.05,20.01,29.01.00,22.04
2008,8,1,1016.02,1015.04,1016,20,27.08.00,21.08
2008,8,2,1014.08,1013.03,1009.08,16.09,18.06,17.07
2008,8,3,1004.05,1004.01,1003.03,16.01,22.09,19.01
2008,8,4,1002.03,1000.03,996.07,16.07,20,16
2008,8,5,996.01,1002.02,1009.04,13.06,12.07,12
2008,8,6,1014.03,1014.07,1013.08,12.05,17.02,16.03
2008,8,7,1010.05,1007.04,1004,15.03,15.03,17.06
2008,8,8,994.05,993.05,996.06,16.05,15.03,15.01
2008,8,9,999.09,1001.02,1001.02,14.08,18.07,13.08
2008,8,10,1002,1002,999,13.06,18.04,15.03
2008,8,11,996.07,998,999.05,16,21,18.02
2008,8,12,1002.05,1001.08,999.07,16.09,23,18.01
2008,8,13,995.06,997.05,999,17.05,22.07,18.07
2008,8,14,1001.05,1000,1001,17,18.08,17.08
2008,8,15,1009.09,1011.02,1011.09,14.09,19.06,18.07
2008,8,16,1011.09,1012.01,1013.02,14,18.02,16.07
2008,8,17,1008.05,1006.06,1002,13.02,14.06,14.06
2008,8,18,1000.09,1002,1004,15.05,16.02,14.09
2008,8,19,1004.06,1005.01,1004.08,15,21.07,17
2008,8,20,1003.01,1003,1002.09,17.01,22.07,17.07
2008,8,21,1002.05,1002.07,1004.07,16.04,18.04,14.08
2008,8,22,1008.01,1009,1008.06,14,17,16
2008,8,23,1010.07,1009.07,1009.02,13.06,18.03,15
2008,8,24,1008.08,1009.06,1010.07,12.03,17.07,15.07
2008,8,25,1011.02,1011.08,1012.06,12.07,17.06,15.09
2008,8,26,1013.06,1013.05,1012.02,13.01,18.08,15.08
2008,8,27,1009.06,1008.02,1005,13.04,20.01,17.01
2008,8,28,998,998.06,999.09,14.07,16.07,15.05
2008,8,29,1005.07,1009.08,1013.05,11.05,12.08,12.07
2008,8,30,1018.02,1018.02,1018.02,10.08,16.05,14.04
2008,8,31,1020.08,1023,1023,12.03,14.01,12.04
2008,9,1,1019.04,1016.09,1012.01,11.02,14.04,13.09
2008,9,2,1005,1004,1003.03,12.08,17.05,16.03
2008,9,3,998,995.04,996.01,14.06,18.08,16
2008,9,4,998.09,1001.05,1001.05,12.04,18.05,15.04
2008,9,5,1002.08,1002.09,1003.08,14.04,18,14.02
2008,9,6,1008.06,1008,1006.04,11.06,13.02,12.06
2008,9,7,1010.07,1012,1013.02,13.02,14.08,13.07
2008,9,8,1014.02,1014.08,1015.06,13.02,13.07,11.08
2008,9,9,1015.03,1017.04,1017.09,10.05,11.07,10.07
2008,9,10,1018.04,1018.02,1018.02,10.07,11.09,11.03
2008,9,11,1021.02,1024,1025.06,10.09,12.05,10.04
2008,9,12,1028.05,1029.09,1030.02,8.08,11.06,9.01
2008,9,13,1030.06,1030.01,1030.03,7.04,9.09,8.06
2008,9,14,1032.06,1032.09,1033.03,7,12,10
2008,9,15,1032.09,1032.07,1032.03,8,9.07,8.04
2008,9,16,1030.09,1029.04,1029.06,8,10.05,8.08
2008,9,17,1028.05,1027.09,1027.07,7.03,10.02,8.04
2008,9,18,1027.03,1027.02,1027,7.01,10.05,8.07
2008,9,19,1027.01,1027,1026.08,9.01,13.06,10.08
2008,9,20,1026.04,1027.05,1028.08,10.06,15.03,13
2008,9,21,1031.05,1030.07,1029.09,7.07,12.04,10.08
2008,9,22,1027.06,1026.08,1026.01,9.07,13.09,11.05
2008,9,23,1025.06,1026.04,1027.07,8.03,16.02,12.03
2008,9,24,1031.04,1032,1032.05,9,15.06,13.07
2008,9,25,1034.05,1034.08,1034.04,9.07,17,14.04
2008,9,26,1031.05,1029.06,1029.03,10.01,14,12.02
2008,9,27,1023.05,1017.09,1011.07,9.04,14.04,14.01
2008,9,28,1007.03,1008.03,1008.08,10.09,12.06,10.04
2008,9,29,1004.01,1003,1002.05,7,12.07,9.03
2008,9,30,1000.04,998.01,994.04,6.03,11.02,10.04
2008,10,1,987.02,982.04,978.06,8.03,10,9.06
2008,10,2,982.05,985.02,988.05,6.06,11.06,8.08
2008,10,3,993.05,997.06,1000.03,6.08,11.07,9.01
2008,10,4,1004.07,1002.02,1002.01,7.01,11.09,10
2008,10,5,996.05,991.06,990.09,9.08,9.05,7
2008,10,6,1000.04,1006.04,1011.04,6.01,12.04,9.05
2008,10,7,1015.08,1017.04,1017.06,5.03,10.01,9
2008,10,8,1019.04,1020.01,1020.09,5.01,13,8.02
2008,10,9,1019,1018.06,1020.05,9.01,10.08,10
2008,10,10,1023,1022.04,1019.02,8.03,12.08,12.03
2008,10,11,1011.08,1011.02,1012.01,12.04,13.07,12.04
2008,10,12,1012.02,1011.07,1011.06,8.06,13.01,11.01
2008,10,13,1010.01,1007.09,1003.04,8.06,12.03,11.08
2008,10,14,1001.03,1003.05,1006.07,10.05,12.07,9.09
2008,10,15,1009.08,1009,1005.08,6,10.03,8.09
2008,10,16,992.09,992,994.04,10.03,8.06,8.02
2008,10,17,997.06,1000.06,1003.07,5.06,7.06,6.08
2008,10,18,1006.02,1005,1003.03,3.08,6.02,7.06
2008,10,19,996.04,1001.03,1007,8,10.02,8
2008,10,20,1008.04,1005.04,1000.06,6.07,11.03,11.02
2008,10,21,996.01,995.08,996.07,10.05,11.09,9.08
2008,10,22,1004.07,1009.07,1013.02,6.06,10.03,8
2008,10,23,1016,1018.04,1017.05,4.09,9.02,8.09
2008,10,24,1012.03,1013.09,1015.04,9.02,11.01,10
2008,10,25,1020.02,1020.08,1018,7,10.04,8.08
2008,10,26,1005.03,1002.06,999.06,7.06,9.09,9.06
2008,10,27,995.06,994.07,995.07,7.01,9.01,6
2008,10,28,996.02,997.08,1003.02,3.06,4.08,4.01
2008,10,29,1008.05,1007.06,1007,1.05,7.05,5.08
2008,10,30,1006.05,1003.06,998,-0.1,2.09,3.06
2008,10,31,989.06,992.09,1002.01,5.09,5.03,1.04
2008,11,1,1015.01,1017.09,1018.01,-0.5,2.08,0.09
2008,11,2,1019,1020,1021.02,0,5,4.02
2008,11,3,1020.09,1021.03,1021.09,3.04,5.07,4.07
2008,11,4,1022.04,1024,1025.03,4.04,4.09,5.05
2008,11,5,1027.04,1028,1029.06,2.02,4.06,2.08
2008,11,6,1032.04,1032.01,1033.02,2.08,6.04,4.03
2008,11,7,1028,1025.07,1022.04,4.05,6.02,5.02
2008,11,8,1019.09,1020.07,1020.08,6.08,8.06,8.01
2008,11,9,1015.07,1012.05,1007,7.07,8.05,8.06
2008,11,10,1009.02,1000.03,1002.08,5.07,8.09,6.07
2008,11,11,997.05,1001.07,998.07,9.01,5.03,4.09
2008,11,12,1004.02,1006.03,1008.06,5.08,7.06,7.04
2008,11,13,1009.08,1011.04,1015.03,6.05,7.01,3.01
2008,11,14,1013.07,1005.05,1000.08,2.05,6.03,7.09
2008,11,15,996.06,994.05,996.03,7.06,11,8.02
2008,11,16,995.08,1000.02,1007.07,6.01,1.08,0.01
2008,11,17,1019,1020.02,1016.07,-0.8,1.05,1.03
2008,11,18,1002.07,990.09,987.04,2.02,2.04,2.08
2008,11,19,994,990.04,981.01,0.05,1.08,0.06
2008,11,20,980.05,982.07,985.04,0.03,0.09,-0.8
2008,11,21,982.06,980.07,981.05,-2.7,-1.8,-1.6
2008,11,22,987,991,993.08,-1.9,-2.6,-2
2008,11,23,992.09,988.04,981.04,-2.9,-1.8,-3
2008,11,24,972.02,977.08,982.07,-3.1,-1.8,-1.4
2008,11,25,995.06,1001,1005.06,-0.7,-1,-2.3
2008,11,26,1000.07,996,998.08,-2.5,2.04,2.04
2008,11,27,993.06,994.02,994.07,5.05,7.08,7.07
2008,11,28,998.04,1002.05,1002.09,6.06,6.02,5.06
2008,11,29,1006.06,1005.08,1002.06,5.02,5.02,4.07
2008,11,30,997.02,999.02,1002.07,4.09,4,3.08
2008,12,1,1004.01,1004.01,1005.06,3.03,3.03,2.05
2008,12,2,1000.04,995.01,992.05,4.09,5.07,6.01
2008,12,3,992.05,997.08,998.09,4.05,3.05,2.07
2008,12,4,990,992.02,998.02,2.05,1.04,1.03
2008,12,5,997.09,997.02,998.05,2.06,4.01,3.08
2008,12,6,1003.03,1005.06,1008.03,3.07,3.06,3.04
2008,12,7,1013.01,1015.06,1017.06,0.02,1.04,0.05
2008,12,8,1015.02,1011.05,1008.03,1.08,1.05,3.02
2008,12,9,1006.05,1007.06,1008.02,4.01,3.03,2.01
2008,12,10,1009.08,1009.05,1009.06,0,1.01,1.08
2008,12,11,1014.09,1018,1019.07,1.05,1.07,1.07
2008,12,12,1015.05,1013.09,1013.05,2.08,3.04,5.01
2008,12,13,1020.06,1023.05,1023.06,-0.2,-0.8,-0.6
2008,12,14,1024,1026.03,1027.04,3,3.05,3.01
2008,12,15,1027.06,1026.01,1025.01,3.01,4.06,2.03
2008,12,16,1021.08,1020.03,1018.01,2.04,3.02,3.05
2008,12,17,1012.02,1010.02,1008.09,4,4.09,4.04
2008,12,18,1010.01,1010.01,1008.06,3.02,3.02,3
2008,12,19,1006.07,1007,1006.06,4.02,4.07,4.08
2008,12,20,1002.01,994.07,992.09,1.05,2.09,4.05
2008,12,21,1007.08,1012,1005,0.06,1.08,0.07
2008,12,22,992.01,995.09,1007.05,3.07,4.01,1.06
2008,12,23,1018.01,1022.07,1024,0,0.01,-1.7
2008,12,24,1023,1024.05,1029.04,-2.4,-0.5,-1.6
2008,12,25,1038.04,1041.04,1043.02,-1.7,-1.9,-1.8
2008,12,26,1041.07,1040.01,1039.05,-1.6,0.08,0.01
2008,12,27,1036.04,1037.02,1037.08,-2.1,0,-0.4
2008,12,28,1038.05,1039.02,1039,-2.3,-1.7,-3
2008,12,29,1037.04,1037.06,1037.03,-3.9,-3,-3.1
2008,12,30,1034.03,1032.09,1031.01,-2.6,-0.6,-1.4
2008,12,31,1023.07,1019.04,1018.06,-1.8,-0.7,-2.3
